,CustomerID,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
2132,3351-NGXYI,1,San Diego,92106,32.71346,-117.236378,Female,Yes,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,0,38,2276,Unknown
2133,8984-EYLLL,1,San Diego,92107,32.741852,-117.243453,Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,0,72,5682,Unknown
2134,9833-TGFHX,1,San Diego,92109,32.787836,-117.232376,Male,No,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,0,71,2170,Unknown
2135,9294-TDIPC,1,San Diego,92110,32.76501,-117.19938,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,0,58,5169,Unknown
2136,5229-DTFYB,1,San Diego,92111,32.805518,-117.169052,Female,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,0,69,5584,Unknown
2137,0104-PPXDV,1,San Diego,92113,32.697098,-117.116587,Male,No,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,0,30,5232,Unknown
2138,5176-LMJXE,1,San Diego,92114,32.707892,-117.05512,Female,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,0,53,5404,Unknown
2139,3583-KRKMD,1,San Diego,92115,32.762506,-117.07245,Male,No,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,0,62,4668,Unknown
2140,9069-LGEUL,1,San Diego,92117,32.825086,-117.199424,Male,No,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,0,42,5379,Unknown
2141,7302-ZHMHP,1,Coronado,92118,32.68674,-117.186612,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,0,51,2577,Unknown
2142,9571-EDEBV,1,San Diego,92119,32.802959,-117.027095,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,0,28,5101,Unknown
2143,3520-FJGCV,1,San Diego,92120,32.807867,-117.060993,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,0,70,6486,Unknown
2144,6563-VRERX,1,San Diego,92121,32.898613,-117.202937,Male,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,0,52,5212,Unknown
2145,6122-EFVKN,1,San Diego,92123,32.808814,-117.134694,Male,No,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,0,64,5531,Unknown
2146,2805-EDJPQ,1,San Diego,92124,32.827238,-117.089287,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,0,68,5926,Unknown
2147,6862-CQUMB,1,San Diego,92126,32.886925,-117.152162,Male,No,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,0,75,2640,Unknown
2148,7156-MXBJE,1,San Diego,92127,33.017518,-117.118456,Female,No,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,0,5,2319,Unknown
2149,6158-HDPXZ,1,San Diego,92128,33.000269,-117.072093,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,0,51,4193,Unknown
2150,2863-IMQDR,1,San Diego,92130,32.957195,-117.202542,Female,No,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,0,48,6149,Unknown
2151,5686-CMAWK,1,San Diego,92131,32.89325,-117.087091,Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,0,29,5863,Unknown
2152,5651-CRHKQ,1,San Diego,92139,32.677716,-117.047666,Female,No,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,0,62,5325,Unknown
2153,8204-YJCLA,1,San Ysidro,92173,32.555828,-117.040073,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,0,68,4886,Unknown
2154,6583-SZVGP,1,Indio,92203,33.752938,-116.230055,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,0,76,5994,Unknown
2155,1708-PBBOA,1,Banning,92220,33.936298,-116.849577,Female,No,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,0,62,3179,Unknown
2156,8782-LKFPK,1,Beaumont,92223,33.946982,-116.977672,Male,No,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,0,63,4751,Unknown
2157,5522-JBWMO,1,Blythe,92225,33.674583,-114.71612,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,0,29,4020,Unknown
2158,3597-MVHJT,1,Brawley,92227,33.03933,-115.191857,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,0,21,2026,Unknown
2159,9774-NRNAU,1,Cabazon,92230,33.929812,-116.76058,Male,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,0,75,5352,Unknown
2160,0224-RLWWD,1,Calexico,92231,32.690654,-115.431225,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,0,44,3805,Unknown
2161,9967-ATRFS,1,Calipatria,92233,33.143826,-115.497485,Female,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,0,21,3245,Unknown
2162,3951-NJCVI,1,Cathedral City,92234,33.829583,-116.474131,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,0,34,2677,Unknown
2163,2977-CEBSX,1,Coachella,92236,33.680031,-116.171678,Female,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,0,74,5813,Unknown
2164,0177-PXBAT,1,Desert Center,92239,33.889605,-115.257009,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,0,59,5655,Unknown
2165,2519-ERQOJ,1,Desert Hot Springs,92241,33.832799,-116.250973,Male,Yes,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,0,30,5322,Unknown
2166,5876-QMYLD,1,Earp,92242,34.137742,-114.36514,Female,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No,0,9,3742,Unknown
2167,2277-AXSDC,1,El Centro,92243,32.770393,-115.60915,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No,0,46,4691,Unknown
2168,9442-JTWDL,1,Heber,92249,32.730583,-115.501083,Female,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,No,0,48,5355,Unknown
2169,3067-SVMTC,1,Imperial,92251,32.858595,-115.662709,Female,No,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,No,0,77,5160,Unknown
2170,5495-GPSRW,1,Joshua Tree,92252,34.167236,-116.281511,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,No,0,56,2120,Unknown
2171,7606-BPHHN,1,La Quinta,92253,33.695532,-116.310571,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,No,0,9,5368,Unknown
2172,4742-DRORA,1,Mecca,92254,33.543835,-115.993906,Male,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,No,0,46,4149,Unknown
2173,0111-KLBQG,1,Morongo Valley,92256,34.097863,-116.594561,Male,Yes,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,0,62,2844,Unknown
2174,4163-NCJAK,1,Palm Desert,92260,33.694501,-116.412711,Female,No,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No,0,76,2438,Unknown
2175,5233-AOZUF,1,Palm Springs,92262,33.839989,-116.659215,Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,0,80,3483,Unknown
2176,5973-EJGDP,1,Palm Springs,92264,33.745746,-116.514215,Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,No,0,28,4899,Unknown
2177,1996-DBMUS,1,Palo Verde,92266,33.3249,-114.758334,Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,0,71,5523,Unknown
2178,7916-VCCPB,1,Parker Dam,92267,34.273872,-114.192901,Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,0,22,3624,Unknown
2179,4686-GEFRM,1,Pioneertown,92268,34.201108,-116.593456,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No,0,57,5582,Unknown
2180,5249-QYHEX,1,Rancho Mirage,92270,33.763678,-116.429928,Female,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,No,0,72,3021,Unknown
2181,2233-FAGXV,1,Salton City,92275,33.28156,-115.955541,Female,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,0,20,3181,Unknown
2182,5605-IYGFG,1,Thousand Palms,92276,33.849263,-116.382778,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No,0,51,5501,Unknown
2183,7663-ZTEGJ,1,Twentynine Palms,92277,34.17211,-115.769773,Male,No,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,No,0,77,3055,Unknown
2184,3935-TBRZZ,1,Twentynine Palms,92278,34.457829,-116.139589,Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,No,0,80,3037,Unknown
2185,8111-BKVDS,1,Vidal,92280,34.264124,-114.717964,Female,No,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,0,26,2164,Unknown
2186,2055-SIFSS,1,Westmorland,92281,33.03679,-115.60503,Female,Yes,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No,0,24,4763,Unknown
2187,2806-MLNTI,1,White Water,92282,33.972293,-116.654195,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No,0,47,4621,Unknown
2188,8734-DKSTZ,1,Winterhaven,92283,32.852947,-114.850784,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,No,0,20,4922,Unknown
2189,4360-PNRQB,1,Yucca Valley,92284,34.159534,-116.425984,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,0,78,4030,Unknown
2190,6152-ONASV,1,Landers,92285,34.341737,-116.539416,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,No,0,74,4620,Unknown
2191,7781-HVGMK,1,Amboy,92304,34.559882,-115.637164,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No,0,27,5092,Unknown
2192,2181-UAESM,1,Angelus Oaks,92305,34.1678,-116.86433,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,No,0,25,3477,Unknown
2193,6048-NJXHX,1,Apple Valley,92308,34.424926,-117.184503,Male,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,No,0,53,2011,Unknown
2194,2320-SLKMB,1,Baker,92309,35.28952,-116.092214,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,0,26,3080,Unknown
2195,4980-URKXC,1,Fort Irwin,92310,35.349241,-116.770281,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No,0,78,5744,Unknown
2196,4376-KFVRS,1,Barstow,92311,34.965648,-117.001509,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0,39,4842,Unknown
2197,5886-VLQVU,1,Grand Terrace,92313,34.029175,-117.307211,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No,0,78,4945,Unknown
2198,3577-AMVUX,1,Big Bear City,92314,34.278967,-116.773825,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No,0,32,2962,Unknown
2199,0771-WLCLA,1,Big Bear Lake,92315,34.242058,-116.89802,Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No,0,70,2683,Unknown
2200,5628-RKIFK,1,Bloomington,92316,34.059722,-117.39104,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,0,22,5348,Unknown
2201,0206-TBWLC,1,Calimesa,92320,33.982787,-117.057627,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,0,67,4488,Unknown
2202,2937-FTHUR,1,Cedar Glen,92321,34.255203,-117.175654,Female,No,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,0,37,2466,Unknown
2203,1910-FMXJM,1,Colton,92324,34.030915,-117.273201,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,0,35,5544,Unknown
2204,0732-OCQOC,1,Death Valley,92328,36.27688,-117.033326,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,0,42,5674,Unknown
2205,5168-MSWXT,1,Essex,92332,34.9436,-115.287901,Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No,0,44,5505,Unknown
2206,1090-ESELR,1,Fawnskin,92333,34.274846,-116.937581,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,0,25,5534,Unknown
2207,8592-PLTMQ,1,Fontana,92335,34.087558,-117.464096,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,No,0,32,5655,Unknown
2208,5760-WRAHC,1,Fontana,92336,34.136367,-117.460803,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,0,32,3509,Unknown
2209,8847-GEOOQ,1,Fontana,92337,34.049671,-117.468896,Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,0,76,5359,Unknown
2210,4785-FCIFB,1,Forest Falls,92339,34.067699,-116.903891,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,0,23,4900,Unknown
2211,8313-NDOIA,1,Green Valley Lake,92341,34.244411,-117.072654,Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,0,61,5813,Unknown
2212,5149-CUZUJ,1,Helendale,92342,34.757783,-117.33997,Male,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,0,51,2037,Unknown
2213,0942-KOWSM,1,Hesperia,92345,34.361387,-117.337509,Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,No,0,46,4274,Unknown
2214,4237-CLSMM,1,Highland,92346,34.129677,-117.154277,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,0,77,4823,Unknown
2215,1452-VOQCH,1,Hinkley,92347,34.983808,-117.239306,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,0,28,4120,Unknown
2216,4719-UMSIY,1,Lake Arrowhead,92352,34.2565,-117.19335,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,No,0,34,2231,Unknown
2217,6614-VBEGU,1,Loma Linda,92354,34.049315,-117.255974,Female,No,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,0,35,4208,Unknown
2218,1480-BKXGA,1,Mentone,92359,34.103578,-117.04054,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,0,64,4404,Unknown
2219,2996-XAUVF,1,Needles,92363,34.711224,-114.702256,Male,No,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,0,57,5055,Unknown
2220,9076-AXYIK,1,Nipton,92364,35.478736,-115.516984,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,No,0,28,6270,Unknown
2221,5968-XQIVE,1,Newberry Springs,92365,34.89326,-116.505958,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,0,76,6016,Unknown
2222,8896-RAZCR,1,Oro Grande,92368,34.647959,-117.296957,Female,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,No,0,63,2809,Unknown
2223,4933-IKULF,1,Pinon Hills,92372,34.459322,-117.629729,Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,No,0,40,4086,Unknown
2224,1304-BCCFO,1,Redlands,92374,34.064073,-117.166158,Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,0,69,4900,Unknown
2225,4104-PVRPS,1,Rialto,92376,34.109775,-117.378904,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,0,47,2977,Unknown
2226,3780-DDGSE,1,Shoshone,92384,35.924252,-116.188668,Male,Yes,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,0,38,5479,Unknown
2227,4431-EDMIQ,1,Sugarloaf,92386,34.243088,-116.830015,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,0,37,2950,Unknown
2228,0486-LGCCH,1,Victorville,92394,34.567058,-117.362329,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,No,0,33,3372,Unknown
2229,4612-SSVHJ,1,Yermo,92398,35.013299,-116.834092,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,No,0,27,2416,Unknown
2230,5168-MQQCA,1,Yucaipa,92399,34.04597,-117.011825,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No,0,56,6288,Unknown
2231,7971-HLVXI,1,San Bernardino,92404,34.183286,-117.221722,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,No,0,50,6202,Unknown
2232,9094-AZPHK,1,San Bernardino,92405,34.142747,-117.300864,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,No,0,65,2565,Unknown
2233,3649-JPUGY,1,San Bernardino,92407,34.250069,-117.393949,Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,No,0,52,5842,Unknown
2234,4472-LVYGI,1,San Bernardino,92408,34.084909,-117.258107,Female,No,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,,No,0,36,2578,Unknown
2235,3552-CTCYF,1,San Bernardino,92411,34.122501,-117.320138,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No,0,20,4046,Unknown
2236,6778-YSNIH,1,Riverside,92501,33.994676,-117.372498,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,No,0,33,5810,Unknown
2237,5756-OZRIO,1,Riverside,92504,33.9108,-117.398153,Male,Yes,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,No,0,29,4001,Unknown
2238,6579-JPICP,1,Riverside,92505,33.920907,-117.489426,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,0,46,2968,Unknown
2239,4134-BSXLX,1,Riverside,92507,33.976328,-117.319786,Male,No,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,No,0,76,3851,Unknown
2240,0505-SPOOW,1,Riverside,92508,33.885499,-117.324959,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No,0,30,4500,Unknown
2241,4374-YMUSQ,1,Lake Elsinore,92530,33.655421,-117.391751,Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,0,22,4022,Unknown
2242,4513-CXYIX,1,Lake Elsinore,92532,33.705836,-117.318204,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,No,0,54,4583,Unknown
2243,3957-HHLMR,1,Aguanga,92536,33.482243,-116.827173,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,0,20,6316,Unknown
2244,7803-XOCCZ,1,Anza,92539,33.527605,-116.666551,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No,0,48,6099,Unknown
2245,5736-YEJAX,1,Hemet,92543,33.739415,-116.968339,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No,0,28,5189,Unknown
2246,8981-FJGLA,1,Hemet,92545,33.734933,-117.044145,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,No,0,23,4886,Unknown
2247,1135-LMECX,1,Moreno Valley,92551,33.88274,-117.224878,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,0,51,4905,Unknown
